,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1652,2925,Paschim Express Special (PT),COVR,WR,No TT Change,,,BDTS,11:30,ASR,20:05,32h 35m,38,S M T W T F S,2S SL 3A 2A 1A,1866 km,57 km/hr,2926,"['  L', 'HCP', 'EOG', ' D3', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' PC', ' B5', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', ' H1', ' D2', ' D1', 'DL1']","['Mumbai-400051, Maharashtra', 'Mumbai- 400066, Maharashtra', 'Dist. Palghar - 401602, Maharashtra', 'Dist. Valsad - 396191, Gujarat', 'Valsad - 396001, Gujarat', 'Navsari, Gujarat', 'Surat 395001, Gujarat', 'Bharuch, Gujarat', 'Vadodara 390005, Gujarat', 'Dist.Panchmahal - 389001, Gujarat', 'Dahod - 389151, Gujarat', 'Dist.Jhabua - 457779, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Dist - Mandsaur, Madhya Pradesh', 'Distt. Kota 326519, Rajasthan', 'Kota-324001, Rajasthan', 'Sawai Madhopur, Rajasthan', 'PIN - 322202, Rajasthan', 'Rajasthan - 322230, Rajasthan', 'Bayana, Rajasthan', 'Bharatpur, Rajasthan', 'Mathura, Uttar Pradesh', 'PIN 121003, Haryana', 'Nizamuddin East/Sarai KaleKhan Bus Terminal 110013, Delhi NCT', 'Ajmeri Gate 110002, Delhi NCT', '110007, Delhi NCT', 'Aggarsain Nagar 131304, Haryana', 'Panipat 132103, Haryana', 'KARNAL ( Delhi-NCR ) 132001 India, Haryana', 'Kurukshetra 136118, Haryana', 'Ambala 133001, Haryana', 'Daria. Jn. Pnt. KLK/NMDA/UMB, Chandigarh', 'District Sahibzada Ajit Singh Nagar - 160062, Punjab', 'Ludhiana 141001, Punjab', 'District Kapurthala 144401, Punjab', 'Jalandhar - 144001, Punjab', 'Jalandhar 144001. Jn. Pt. NRO/Kapurthala/JRC/Beas, Punjab', 'Pincode-143201, Punjab', 'Amritsar 143001., Punjab']",NaN,NaN
1653,2149,Pune - Danapur SF Special (PT),COVR,CR,No TT Change,,,PUNE,21:05,DNR,02:20,29h 15m,18,S M T W T F S,2S SL 3A 2A,1748 km,60 km/hr,2150,"['  L', 'HCP', 'DL2', ' D3', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' PC', ' S1', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', ' D2', ' D1', 'DL1']","['Pune 411001, Maharashtra', 'Daund - 413801, Maharashtra', 'Ahmednagar 414001, Maharashtra', 'Shrirampur, Maharashtra', 'Kopargaon 423601, Maharashtra', 'Manmad 423104, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Burhanpur, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Katni (M.P.) 483501, Madhya Pradesh', 'Pin Code:- 485771, Madhya Pradesh', 'Satna, Madhya Pradesh', 'Prayagraj, Uttar Pradesh', 'Dist. Mirzapur - 231001 Tel: 05442-220095, Uttar Pradesh', 'Distt. - Chandauli, Uttar Pradesh', '802101, Bihar', 'Distt: Bhojpur Ph 06182-233411, Bihar', 'Pin - 801105, Bihar']",NaN,NaN
1654,9165,Ahmedabad - Darbhanga Sabarmati Special (PT),COVR,WR,No TT Change,,,ADI,23:00,DBG,18:50,43h 50m,55,S     W   F  ,2S SL 3A 2A,1935 km,44 km/hr,9166,"['  L', 'EOG', ' D1', ' D2', ' D3', ' D4', ' A1', ' B1', ' B2', ' B3', ' B4', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'EOG', 'BINA']","['Pin Code - 380002 ., Gujarat', 'Pin Code : 380008 ., Gujarat', 'Dist.Kheda - 387130, Gujarat', 'Nadiad - 387002, Gujarat', 'Anand - 388120, Gujarat', 'Vadodara City, Gujarat', 'Dist.Panchmahal - 389001, Gujarat', 'Dahod - 389151, Gujarat', 'Dist.Jhabua - 457779, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'Sumrakheda Dist. Ujjain 456665, Madhya Pradesh', 'Maksi Dist.Shajapur, Madhya Pradesh', 'NH 52 Pachore Dist. Rajgarh 465683, Madhya Pradesh', 'Biaora Dist. Rajgarh, Madhya Pradesh', 'Guna, Madhya Pradesh', '473222, Madhya Pradesh', 'Dist. Guna 473110, Madhya Pradesh', '473001, Madhya Pradesh', 'Ashoknagar, Madhya Pradesh', 'Madhya Pradesh 473443, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'Lalitpur Junction, Uttar Pradesh', 'Khaniyadhana Station Rd Dist. Lalitpur, Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Distt Jalaun (05162-252206), Uttar Pradesh', 'Distt Jalaun, Uttar Pradesh', 'Kanpur Rural District, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', '209801, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'NH-28 Barabanki, Uttar Pradesh', 'Pincode-225403., Uttar Pradesh', 'Rudauli Dist-Faizabad, Uttar Pradesh', 'Pincode-224188., Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Goshainganj, Uttar Pradesh', 'Akbarpur, Uttar Pradesh', 'Malipur, Uttar Pradesh', '223101, Uttar Pradesh', 'Uttar Pradesh 276304 ?, Uttar Pradesh', 'Azamgarh, Uttar Pradesh', 'Pincode-276403, Uttar Pradesh', 'Uttar Pradesh 275101, Uttar Pradesh', 'Rasra, Uttar Pradesh', 'Pincode-277001., Uttar Pradesh', 'Pin - 277208, Uttar Pradesh', 'Tel: 06152-220055, Bihar', '841101 Tel no-06518-222235, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '848101, Bihar', '846001, Bihar', 'Tel; 06272-252527, Bihar']",NaN,NaN
1655,9166,Darbhanga - Ahmedabad Sabarmati Special (PT),COVR,WR,No TT Change,,,DBG,04:37,ADI,01:10,44h 33m,54,  M   W     S,2S SL 3A 2A,1935 km,43 km/hr,9165,"['  L', 'EOG', ' D1', ' D2', ' D3', ' D4', ' A1', ' B1', ' B2', ' B3', ' B4', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'EOG', 'BINA']","['Tel; 06272-252527, Bihar', '846001, Bihar', '848101, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', 'Ph:06224-272230, Bihar', '841101 Tel no-06518-222235, Bihar', 'Tel: 06152-220055, Bihar', 'Pin - 277208, Uttar Pradesh', 'Pincode-277001., Uttar Pradesh', 'Rasra, Uttar Pradesh', 'Uttar Pradesh 275101, Uttar Pradesh', 'Pincode-276403, Uttar Pradesh', 'Azamgarh, Uttar Pradesh', 'Uttar Pradesh 276304 ?, Uttar Pradesh', '223101, Uttar Pradesh', 'Malipur, Uttar Pradesh', 'Akbarpur, Uttar Pradesh', 'Goshainganj, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Pincode-224188., Uttar Pradesh', 'Rudauli Dist-Faizabad, Uttar Pradesh', 'Pincode-225403., Uttar Pradesh', 'NH-28 Barabanki, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', '209801, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Kanpur Rural District, Uttar Pradesh', 'Distt Jalaun, Uttar Pradesh', 'Distt Jalaun (05162-252206), Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Khaniyadhana Station Rd Dist. Lalitpur, Uttar Pradesh', 'Lalitpur Junction, Uttar Pradesh', 'PIN - 470113, Madhya Pradesh', 'Madhya Pradesh 473443, Madhya Pradesh', 'Ashoknagar, Madhya Pradesh', '473001, Madhya Pradesh', 'Dist. Guna 473110, Madhya Pradesh', '473222, Madhya Pradesh', 'Guna, Madhya Pradesh', 'Biaora Dist. Rajgarh, Madhya Pradesh', 'NH 52 Pachore Dist. Rajgarh 465683, Madhya Pradesh', 'Maksi Dist.Shajapur, Madhya Pradesh', 'Sumrakheda Dist. Ujjain 456665, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist.Jhabua - 457779, Madhya Pradesh', 'Dahod - 389151, Gujarat', 'Dist.Panchmahal - 389001, Gujarat', 'Vadodara City, Gujarat', 'Anand - 388120, Gujarat', 'Nadiad - 387002, Gujarat', 'Pin Code : 380008 ., Gujarat', 'Pin Code - 380002 ., Gujarat']",NaN,NaN
1656,9168,Varanasi - Ahmedabad Sabarmati Special Fare Special,COVR,WR,No TT Change,,,BSB,14:30,ADI,01:10,34h 40m,42,S   T   T F  ,2S SL 3A 2A,1589 km,46 km/hr,9167,"['  L', 'EOG', 'S12', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B2', ' B1', ' A1', ' D4', ' D3', ' D2', ' D1', 'EOG', 'BINA']","['Pin - 221002, Uttar Pradesh', 'PIN-222001, Uttar Pradesh', '223101, Uttar Pradesh', 'Malipur, Uttar Pradesh', 'Akbarpur, Uttar Pradesh', 'Goshainganj, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Pincode-224188., Uttar Pradesh', 'Rudauli Dist-Faizabad, Uttar Pradesh', 'Pincode-225403., Uttar Pradesh', 'NH-28 Barabanki, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', '209801, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Kanpur Rural District, Uttar Pradesh', 'Distt Jalaun, Uttar Pradesh', 'Distt Jalaun (05162-252206), Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Khaniyadhana Station Rd Dist. Lalitpur, Uttar Pradesh', 'Lalitpur Junction, Uttar Pradesh', 'PIN - 470113, Madhya Pradesh', 'Madhya Pradesh 473443, Madhya Pradesh', 'Ashoknagar, Madhya Pradesh', '473001, Madhya Pradesh', 'Dist. Guna 473110, Madhya Pradesh', '473222, Madhya Pradesh', 'Guna, Madhya Pradesh', 'Biaora Dist. Rajgarh, Madhya Pradesh', 'NH 52 Pachore Dist. Rajgarh 465683, Madhya Pradesh', 'Maksi Dist.Shajapur, Madhya Pradesh', 'Sumrakheda Dist. Ujjain 456665, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist.Jhabua - 457779, Madhya Pradesh', 'Dahod - 389151, Gujarat', 'Dist.Panchmahal - 389001, Gujarat', 'Vadodara City, Gujarat', 'Anand - 388120, Gujarat', 'Nadiad - 387002, Gujarat', 'Pin Code : 380008 ., Gujarat', 'Pin Code - 380002 ., Gujarat']",NaN,NaN
1657,2150,Danapur - Pune SF Special (PT),COVR,CR,No TT Change,,,DNR,23:10,PUNE,04:40,29h 30m,18,S M T W T F S,2S SL 3A 2A,1748 km,59 km/hr,2149,"['  L', 'DL1', ' D1', ' A1', ' A2', ' B1', ' B2', ' B3', ' B4', ' B5', ' B6', ' S1', ' PC', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', ' D2', ' D3', 'DL2']","['Pin - 801105, Bihar', 'Distt: Bhojpur Ph 06182-233411, Bihar', '802101, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Dist. Mirzapur - 231001 Tel: 05442-220095, Uttar Pradesh', 'Prayagraj, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Pin Code:- 485771, Madhya Pradesh', 'Katni (M.P.) 483501, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'Burhanpur, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Manmad 423104, Maharashtra', 'Kopargaon 423601, Maharashtra', 'Shrirampur, Maharashtra', 'Ahmednagar 414001, Maharashtra', 'Daund - 413801, Maharashtra', 'Pune 411001, Maharashtra']",NaN,NaN
1658,2182,Hazrat Nizamuddin - Jabalpur SF Special,COVR,WCR,No TT Change,,,NZM,17:45,JBP,07:30,13h 45m,13,S M T W T F S,2S SL 3A 2A 1A,904 km,66 km/hr,2181,"['  L', 'EOG', ' D1', ' H1', ' A1', ' A2', ' B1', ' B2', ' B3', ' B4', ' B5', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', ' D2', ' D3']","['Nizamuddin East/Sarai KaleKhan Bus Terminal 110013, Delhi NCT', 'Mathura, Uttar Pradesh', 'Agra, Uttar Pradesh', 'Gwalior, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Lalitpur Junction, Uttar Pradesh', '470113, Madhya Pradesh', 'Khurai District Sagar, Madhya Pradesh', 'Sagar - 470001, Madhya Pradesh', 'State Highway 14, Madhya Pradesh', 'Damoh, Madhya Pradesh', 'Bandakpur Rd, Madhya Pradesh', 'Katni - 483501, Madhya Pradesh', 'Jabalpur (M.P.) 483225, Madhya Pradesh', 'Jabalpur, Madhya Pradesh']",NaN,NaN
1659,2054,Amritsar - Haridwar Jan Shatabdi Special,COVR,NR,No TT Change,,,ASR,06:50,HW,13:50,7h 0m,9,S M T W   F S,2S CC,407 km,58 km/hr,2053,"['  L', ' D7', ' D1', ' D2', ' C1', ' D3', ' D4', ' D5', ' D6']","['Amritsar 143001., Punjab', 'Pincode-143201, Punjab', 'Jalandhar 144001. Jn. Pt. NRO/Kapurthala/JRC/Beas, Punjab', 'District Kapurthala 144401, Punjab', 'Ludhiana 141001, Punjab', 'Sirhind (Distt. Fatehgarh Sahib) 140406, Punjab', 'Ambala 133001, Haryana', 'Yamuna Nagar, Haryana', 'Saharanpur, Uttar Pradesh', 'Dist - Haridwar, Uttarakhand', 'Dist - Haridwar, Uttarakhand']",NaN,NaN
1660,2955,Mumbai Central - Jaipur Superfast Special (PT),COVR,WR,No TT Change,,,MMCT,19:05,JP,11:50,16h 45m,17,S   T     F  ,2S SL 3A 2A 1A,1160 km,69 km/hr,2956,"['  L', 'EOG', ' D1', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', ' PC', ' B1', ' B2', ' B3', ' B4', ' B5', ' B6', ' A1', 'HA1', ' D2', 'DL2', 'HCP', ' SWM']","['Mumbai 400008, Maharashtra', 'Mumbai- 400066, Maharashtra', 'Dist. Valsad - 396191, Gujarat', 'Surat 395001, Gujarat', 'Gujarat 393001, Gujarat', 'Vadodara 390005, Gujarat', 'Dahod - 389151, Gujarat', 'Dist.Jhabua - 457779, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', '457114, Madhya Pradesh', 'Dist - Jhalawar, Rajasthan', 'Dist - Mandsaur, Madhya Pradesh', 'Dist - Jhalawar, Rajasthan', 'Distt. Kota 326519, Rajasthan', 'Kota-324001, Rajasthan', 'Sawai Madhopur, Rajasthan', '302020, Rajasthan', 'Jaipur - 302006, Rajasthan']",NaN,NaN
1661,2956,Jaipur - Mumbai Central Superfast Special (PT),COVR,WR,No TT Change,,,JP,14:00,MMCT,06:55,16h 55m,17,  M   W     S,2S SL 3A 2A 1A,1160 km,69 km/hr,2955,"['  L', 'EOG', ' D1', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', ' PC', ' B1', ' B2', ' B3', ' B4', ' B5', ' B6', ' A1', 'HA1', ' D2', 'DL2', 'HCP', ' SWM']","['Jaipur - 302006, Rajasthan', '302020, Rajasthan', 'Sawai Madhopur, Rajasthan', 'Kota-324001, Rajasthan', 'Distt. Kota 326519, Rajasthan', 'Dist - Jhalawar, Rajasthan', 'Dist - Mandsaur, Madhya Pradesh', 'Dist - Jhalawar, Rajasthan', '457114, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist.Jhabua - 457779, Madhya Pradesh', 'Dahod - 389151, Gujarat', 'Vadodara 390005, Gujarat', 'Gujarat 393001, Gujarat', 'Surat 395001, Gujarat', 'Dist. Valsad - 396191, Gujarat', 'Mumbai- 400066, Maharashtra', 'Mumbai 400008, Maharashtra']",NaN,NaN
1662,9041,Bandra Terminus - Ghazipur City Superfast Special (PT),COVR,WR,No TT Change,,,BDTS,23:25,GCT,08:20,32h 55m,23,S         F  ,2S SL 3A 2A,1922 km,58 km/hr,9042,"['  L', 'EOG', ' D3', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' PC', ' B4', ' B3', ' B2', ' B1', ' A1', ' D2', ' D1', 'EOG']","['Mumbai-400051, Maharashtra', 'Mumbai- 400066, Maharashtra', 'Dist. Valsad - 396191, Gujarat', 'Valsad - 396001, Gujarat', 'Surat 395001, Gujarat', 'Bharuch, Gujarat', 'Vadodara 390005, Gujarat', 'PIN 457001, Madhya Pradesh', 'Distt. Kota 326519, Rajasthan', 'Kota-324001, Rajasthan', 'Sawai Madhopur, Rajasthan', 'PIN - 322202, Rajasthan', 'Rajasthan - 322230, Rajasthan', 'Bayana, Rajasthan', 'Agra, Uttar Pradesh', 'Uttar Pradesh 283125, Uttar Pradesh', 'Distt. Etawah, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh', 'Uttar Pradesh 212401, Uttar Pradesh', 'Pincode-222161., Uttar Pradesh', 'PIN-222001, Uttar Pradesh', 'Jaunpur, Uttar Pradesh', 'Pin- 233221, Uttar Pradesh', 'Ghazipur 233001, Uttar Pradesh']",NaN,NaN
1663,9042,Ghazipur City - Bandra Terminus Special,COVR,WR,No TT Change,,,GCT,19:30,BDTS,04:15,32h 45m,23,S   T        ,2S SL 3A 2A,1922 km,59 km/hr,9041,"['  L', 'EOG', ' D1', ' D2', ' A1', ' B1', ' B2', ' B3', ' B4', ' PC', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'S11', ' D3', 'EOG']","['Ghazipur 233001, Uttar Pradesh', 'Pin- 233221, Uttar Pradesh', 'Jaunpur, Uttar Pradesh', 'PIN-222001, Uttar Pradesh', 'Pincode-222161., Uttar Pradesh', 'Uttar Pradesh 212401, Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Distt. Etawah, Uttar Pradesh', 'Uttar Pradesh 283125, Uttar Pradesh', 'Agra, Uttar Pradesh', 'Bayana, Rajasthan', 'Rajasthan - 322230, Rajasthan', 'PIN - 322202, Rajasthan', 'Sawai Madhopur, Rajasthan', 'Kota-324001, Rajasthan', 'Distt. Kota 326519, Rajasthan', 'PIN 457001, Madhya Pradesh', 'Vadodara 390005, Gujarat', 'Bharuch, Gujarat', 'Surat 395001, Gujarat', 'Valsad - 396001, Gujarat', 'Dist. Valsad - 396191, Gujarat', 'Mumbai- 400066, Maharashtra', 'Mumbai-400051, Maharashtra']",NaN,NaN
1664,2104,Gorakhpur - Mumbai LTT SF Special (PT),COVR,CR,No TT Change,,,GKP,22:30,LTT,04:35,30h 5m,15,S M T W T F S,2S SL 3A 2A,1680 km,56 km/hr,2103,"['  L', 'EOG', ' D1', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', ' B1', ' B2', ' B3', ' B4', ' A1', ' D2', ' D3', ' D4', 'EOG']","['Gorakhpur 273012, Uttar Pradesh', 'Khalilabad- 272175, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Babhnan PIN; 271313, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Uttar Pradesh 226006, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Kanpur Rural District, Uttar Pradesh', 'Distt Jalaun (05162-252206), Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', '462001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Pin- 422403, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']",NaN,NaN
1665,2452,Shram Shakti Special,COVR,NCR,No TT Change,,,NDLS,23:55,CNB,06:00,6h 5m,1,S M T W T F S,2S SL 3A 2A 1A,440 km,72 km/hr,2451,"['  L', 'EOG', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B4', ' B3', ' B2', ' B1', ' A1', ' H1', ' D5', ' D4', ' D3', ' D2', ' D1', 'DL1']","['Ajmeri Gate 110002, Delhi NCT', 'KANPUR - 208 020, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh']",NaN,NaN
1666,6301,Venad Special,COVR,SR,No TT Change,,,SRR,14:35,TVC,22:35,8h 0m,27,S M T W T F S,2S CC,327 km,41 km/hr,6302,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' C1', ' PC', ' D8', ' D9', 'D10', 'D11', 'D12', 'D13', 'D14', 'EOG', ' ERS']","['Ph.no 0466-2222913, Kerala', 'Wadackanchery, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Ph 0487-2881243, Kerala', 'Ph: 0480- 2701368, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0484-2624141, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Tel: 0484- 2376131, Kerala', 'Ernakulam Ph 0484 2777375, Kerala', 'Kottayam Ph 04829 257138, Kerala', 'Kottayam 686562 Ph : 0481 2535531, Kerala', 'Kottayam Tel: 0481 2563535, Kerala', 'Kottayam Ph: 0481- 2420108, Kerala', 'Pathanamthitta Ph 0469-2601314, Kerala', 'Alappuzha Ph: 0479-2452340, Kerala', 'Alappuzha Pin-689511, Kerala', 'Alappuzha Ph 0479 - 2302249, Kerala', 'Alappuzha Ph;0479-2442042, Kerala', 'Pincode-690518, Kerala', 'Pincode-690543, Kerala', 'Pincode-691001. Telephone Number;0474-2746194, Kerala', 'Mayyanad, Kerala', 'Paravoor, Kerala', 'Edava Kappil Road, Kerala', 'Kadakkavoor, Kerala', 'Chirayinkeezhu, Kerala', 'Trivandrum Ph: 04712470181, Kerala', 'Thiruvananthapuram 695001, Kerala']",NaN,NaN
1667,6302,Venad Special,COVR,SR,No TT Change,,,TVC,05:05,SRR,13:20,8h 15m,27,S M T W T F S,2S CC,327 km,40 km/hr,6301,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' C1', ' PC', ' D8', ' D9', 'D10', 'D11', 'D12', 'D13', 'D14', 'EOG', ' ERS']","['Thiruvananthapuram 695001, Kerala', 'Trivandrum Ph: 04712470181, Kerala', 'Chirayinkeezhu, Kerala', 'Kadakkavoor, Kerala', 'Edava Kappil Road, Kerala', 'Paravoor, Kerala', 'Mayyanad, Kerala', 'Pincode-691001. Telephone Number;0474-2746194, Kerala', 'Pincode-690543, Kerala', 'Pincode-690518, Kerala', 'Alappuzha Ph;0479-2442042, Kerala', 'Alappuzha Ph 0479 - 2302249, Kerala', 'Alappuzha Pin-689511, Kerala', 'Alappuzha Ph: 0479-2452340, Kerala', 'Pathanamthitta Ph 0469-2601314, Kerala', 'Kottayam Ph: 0481- 2420108, Kerala', 'Kottayam Tel: 0481 2563535, Kerala', 'Kottayam 686562 Ph : 0481 2535531, Kerala', 'Kottayam Ph 04829 257138, Kerala', 'Ernakulam Ph 0484 2777375, Kerala', 'Tel: 0484- 2376131, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Ph: 0484-2624141, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0480- 2701368, Kerala', 'Ph 0487-2881243, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Wadackanchery, Kerala', 'Ph.no 0466-2222913, Kerala']",NaN,NaN
1668,2084,Coimbatore - Mayiladuturai COVID-19 Jan Shatabdi Special,COVR,SR,No TT Change,,,CBE,07:10,MV,13:40,6h 30m,8,S M   W T F S,2S CC,362 km,56 km/hr,2083,"['  L', 'SL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' D9', 'D10', 'D11', 'D12', ' C1', ' C2', 'SL2', ' TPJ']","['Tele; 0422 - 2301301, Tamil Nadu', 'Irugur ph.no. 04294-230260, Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Karur Junction ph.no . 04324-274106, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Thanjavur-1, Tamil Nadu', 'Papanasam, Tamil Nadu', 'Ph: 0435-2433131, Tamil Nadu', 'PIN 609003, Tamil Nadu']",NaN,NaN
1669,2083,Mayiladuturai - Coimbatore COVID-19 Jan Shatabdi Special,COVR,SR,No TT Change,,,MV,14:50,CBE,21:15,6h 25m,8,S M   W T F S,2S CC,362 km,56 km/hr,2084,"['  L', 'SL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' D9', 'D10', 'D11', 'D12', ' C1', ' C2', 'SL2', ' TPJ']","['PIN 609003, Tamil Nadu', 'Ph: 0435-2433131, Tamil Nadu', 'Papanasam, Tamil Nadu', 'Thanjavur-1, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Karur Junction ph.no . 04324-274106, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Irugur ph.no. 04294-230260, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu']",NaN,NaN
1670,2636,Vaigai SF Special,COVR,SR,No TT Change,,,MDU,07:00,MS,14:35,7h 35m,10,S M T W T F S,2S CC,493 km,65 km/hr,2635,"['  L', 'EOG', 'D16', ' C1', ' C2', ' C3', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' PC', ' D8', ' D9', 'D10', 'D11', 'D12', 'D13', 'D14', 'D15', 'EOG']","['Madurai 625001, Tamil Nadu', 'PIN 625214, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Manapparai, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Ariyalur, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Pin- 600033, Tamil Nadu', 'Chennai Ph No: 044-28194579, Tamil Nadu']",NaN,NaN
