"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,
Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,
Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current residence in,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Abroad 1 year ago,,,,,,,
,,,,,,,Total,,Alabama,,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
Michigan,"9,880,758","+/- 5,117","8,606,216","+/- 30,908","1,104,190","+/- 27,697","132,008","+/- 7,968","1,997",+/- 840,Michigan,222,+/- 210,"3,447","+/- 1,487",464,+/- 327,"8,672","+/- 2,157","2,459",+/- 806,Michigan,"1,569",+/- 810,0,+/- 175,214,+/- 208,"9,941","+/- 2,159","5,249","+/- 1,817",Michigan,"1,124",+/- 610,205,+/- 173,"10,177","+/- 2,071","11,026","+/- 2,433",600,+/- 412,Michigan,"1,039",+/- 834,"1,961",+/- 925,686,+/- 435,"1,716",+/- 437,984,+/- 479,Michigan,"2,271",+/- 909,N/A,N/A,"1,747",+/- 787,"1,502","+/- 1,102","2,800","+/- 1,209",Michigan,75,+/- 130,948,+/- 607,"1,348",+/- 538,742,+/- 543,"1,267",+/- 744,Michigan,"1,061",+/- 582,"6,078","+/- 2,068","2,971",+/- 935,717,+/- 637,"12,261","+/- 2,389",Michigan,780,+/- 427,"1,110",+/- 994,"5,074","+/- 1,847",99,+/- 127,"1,241",+/- 611,Michigan,320,+/- 281,"4,489","+/- 1,593","8,434","+/- 2,285",428,+/- 496,32,+/- 53,Michigan,"3,468","+/- 1,151","1,726",+/- 688,767,+/- 434,"4,361","+/- 1,134",139,+/- 139,Michigan,"38,344","+/- 4,270",990,+/- 557,80,+/- 89,"37,274","+/- 4,259"
Minnesota,"5,575,235","+/- 3,626","4,836,702","+/- 17,149","606,228","+/- 16,532","106,920","+/- 6,956",433,+/- 271,Minnesota,"1,240",+/- 718,"1,748",+/- 600,296,+/- 337,"6,232","+/- 1,697","3,647","+/- 1,085",Minnesota,386,+/- 328,6,+/- 12,209,+/- 197,"4,070","+/- 1,840","1,862","+/- 1,310",Minnesota,30,+/- 51,850,+/- 455,"8,348","+/- 2,020","2,085","+/- 1,525","5,739","+/- 1,883",Minnesota,607,+/- 471,445,+/- 445,192,+/- 141,207,+/- 163,826,+/- 645,Minnesota,"2,442",+/- 855,"3,106","+/- 1,608",N/A,N/A,495,+/- 485,"1,568",+/- 955,Minnesota,"1,379",+/- 813,"1,365",+/- 830,"1,081",+/- 665,0,+/- 149,602,+/- 507,Minnesota,506,+/- 372,"2,549","+/- 1,620","1,175",+/- 689,"8,360","+/- 1,862","2,935","+/- 1,448",Minnesota,204,+/- 161,"1,119",+/- 791,"1,349",+/- 729,0,+/- 149,275,+/- 328,Minnesota,"3,941","+/- 1,125","1,262","+/- 1,055","5,916","+/- 1,269",314,+/- 309,0,+/- 149,Minnesota,"1,743","+/- 1,427","5,166","+/- 2,175",0,+/- 149,"18,403","+/- 2,688",207,+/- 252,Minnesota,"25,385","+/- 4,728",29,+/- 47,330,+/- 296,"25,026","+/- 4,714"
Mississippi,"2,943,737","+/- 2,940","2,583,691","+/- 16,717","291,479","+/- 15,906","61,683","+/- 5,919","3,512","+/- 1,144",Mississippi,80,+/- 120,495,+/- 491,"2,625","+/- 1,520","3,024","+/- 1,449",421,+/- 383,Mississippi,0,+/- 226,0,+/- 226,28,+/- 57,"4,712","+/- 1,922","2,271",+/- 873,Mississippi,221,+/- 230,135,+/- 229,"3,133","+/- 1,660",234,+/- 299,246,+/- 238,Mississippi,220,+/- 288,463,+/- 398,"9,257","+/- 3,102",0,+/- 226,975,+/- 699,Mississippi,252,+/- 283,309,+/- 292,0,+/- 226,N/A,N/A,528,+/- 497,Mississippi,133,+/- 148,290,+/- 312,298,+/- 296,37,+/- 80,183,+/- 209,Mississippi,0,+/- 226,"2,124","+/- 1,537","1,383",+/- 912,291,+/- 467,"2,153","+/- 1,433",Mississippi,292,+/- 305,565,+/- 535,917,+/- 867,0,+/- 226,"1,016",+/- 603,Mississippi,0,+/- 226,"9,192","+/- 2,031","4,689","+/- 1,649",406,+/- 475,10,+/- 19,Mississippi,"2,244","+/- 1,157",526,+/- 560,647,+/- 773,"1,146","+/- 1,355",0,+/- 226,Mississippi,"6,884","+/- 1,793",922,+/- 857,331,+/- 342,"5,631","+/- 1,599"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,"6,069,697","+/- 3,822","5,200,465","+/- 21,972","694,303","+/- 21,399","152,345","+/- 7,192","2,246","+/- 1,168",Missouri,927,+/- 710,"3,184","+/- 1,364","4,768","+/- 1,100","7,970","+/- 1,934","4,032","+/- 1,510",Missouri,997,+/- 772,160,+/- 201,74,+/- 111,"6,848","+/- 1,985","5,492","+/- 1,848",Missouri,875,+/- 721,"1,066",+/- 848,"17,366","+/- 3,074","5,811","+/- 2,382","5,774","+/- 2,077",Missouri,"20,685","+/- 3,175","2,042","+/- 1,243","1,488",+/- 723,644,+/- 522,"1,210",+/- 879,Missouri,464,+/- 371,"1,328",+/- 699,"1,321",+/- 667,"2,091","+/- 1,901",N/A,N/A,Missouri,589,+/- 655,"3,190","+/- 1,654",877,+/- 722,277,+/- 364,"1,515",+/- 836,Missouri,482,+/- 350,"2,247",+/- 834,"5,552","+/- 2,294",873,+/- 641,"1,691","+/- 1,119",Missouri,"4,644","+/- 2,123",761,+/- 481,"1,320",+/- 872,246,+/- 265,987,+/- 519,Missouri,494,+/- 503,"4,106","+/- 1,824","11,507","+/- 2,621","1,567","+/- 1,185","1,094","+/- 1,435",Missouri,"2,682",+/- 946,"2,903","+/- 1,868",829,+/- 973,"3,004","+/- 1,384",45,+/- 75,Missouri,"22,584","+/- 3,378","1,109",+/- 677,593,+/- 681,"20,882","+/- 3,115"
Montana,"1,056,994","+/- 1,671","882,156","+/- 9,661","129,779","+/- 8,239","40,862","+/- 4,320",400,+/- 374,Montana,"1,124",+/- 804,"1,271",+/- 572,68,+/- 107,"5,298","+/- 1,721","3,831","+/- 1,355",Montana,346,+/- 538,0,+/- 177,0,+/- 177,"1,715","+/- 1,021",149,+/- 168,Montana,32,+/- 39,"2,197",+/- 829,"1,045",+/- 763,84,+/- 97,350,+/- 345,Montana,137,+/- 192,49,+/- 86,954,+/- 870,72,+/- 120,21,+/- 40,Montana,374,+/- 315,346,+/- 274,996,+/- 479,30,+/- 52,487,+/- 377,Montana,N/A,N/A,424,+/- 428,"1,928","+/- 1,260",63,+/- 104,0,+/- 177,Montana,117,+/- 113,"1,239",+/- 967,718,+/- 727,792,+/- 497,500,+/- 468,Montana,455,+/- 382,"1,977",+/- 750,651,+/- 663,0,+/- 177,0,+/- 177,Montana,188,+/- 180,0,+/- 177,780,+/- 386,"1,900","+/- 1,445",134,+/- 157,Montana,768,+/- 661,"4,907","+/- 1,433",176,+/- 247,107,+/- 127,"1,662",+/- 795,Montana,"4,197","+/- 1,406",11,+/- 20,0,+/- 177,"4,186","+/- 1,405"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current residence in,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Abroad 1 year ago,,,,,,,
,,,,,,,Total,,Alabama,,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,"1,910,711","+/- 2,177","1,622,237","+/- 11,308","234,322","+/- 10,825","46,064","+/- 5,500",812,+/- 776,Nebraska,127,+/- 213,"1,968","+/- 1,063",273,+/- 257,"2,035",+/- 675,"2,816",+/- 837,Nebraska,261,+/- 244,9,+/- 19,0,+/- 165,"1,474",+/- 814,358,+/- 254,Nebraska,438,+/- 352,386,+/- 383,"1,158",+/- 539,448,+/- 324,"6,952","+/- 1,891",Nebraska,"4,054","+/- 1,635",182,+/- 172,59,+/- 74,47,+/- 79,"1,092",+/- 851,Nebraska,218,+/- 248,510,+/- 289,"1,615",+/- 649,238,+/- 153,"1,679",+/- 642,Nebraska,302,+/- 289,N/A,N/A,35,+/- 53,0,+/- 165,110,+/- 182,Nebraska,792,+/- 823,472,+/- 553,828,+/- 458,968,+/- 944,233,+/- 202,Nebraska,"1,582","+/- 1,248",78,+/- 96,157,+/- 136,62,+/- 105,87,+/- 103,Nebraska,"2,070",+/- 865,351,+/- 277,"4,199","+/- 1,453","1,111","+/- 1,493",0,+/- 165,Nebraska,"1,180",+/- 756,365,+/- 558,148,+/- 256,725,+/- 519,"1,000",+/- 602,Nebraska,"8,088","+/- 1,897",122,+/- 156,0,+/- 165,"7,966","+/- 1,851"
Nevada,"3,048,602","+/- 3,454","2,510,591","+/- 20,990","384,676","+/- 17,510","132,950","+/- 9,071",239,+/- 244,Nevada,"2,850","+/- 1,405","8,636","+/- 3,377",356,+/- 401,"47,322","+/- 7,072","3,206","+/- 1,242",Nevada,694,+/- 470,0,+/- 216,259,+/- 315,"5,429","+/- 1,706","1,432",+/- 836,Nevada,"3,612","+/- 1,512","1,660","+/- 1,190","4,239","+/- 1,852",594,+/- 353,"1,706","+/- 1,653",Nevada,559,+/- 433,211,+/- 296,"1,276",+/- 724,0,+/- 216,"2,540","+/- 1,429",Nevada,407,+/- 253,"1,229",+/- 505,782,+/- 407,"1,861","+/- 1,330",995,+/- 453,Nevada,"1,206",+/- 722,90,+/- 115,N/A,N/A,460,+/- 514,960,+/- 456,Nevada,"4,823","+/- 2,504","2,711","+/- 1,337",798,+/- 618,678,+/- 668,"1,658",+/- 715,Nevada,968,+/- 673,"3,392","+/- 1,234","1,582",+/- 655,0,+/- 216,767,+/- 513,Nevada,417,+/- 271,"1,372",+/- 875,"5,240","+/- 1,362","6,593","+/- 2,222",0,+/- 216,Nevada,"1,959","+/- 1,069","3,906","+/- 1,266",74,+/- 92,"1,156",+/- 983,46,+/- 68,Nevada,"20,385","+/- 5,121",255,+/- 294,302,+/- 488,"19,828","+/- 5,300"
New Hampshire,"1,350,155","+/- 1,461","1,173,997","+/- 9,472","119,189","+/- 8,363","50,288","+/- 5,067",379,+/- 422,New Hampshire,392,+/- 505,970,"+/- 1,008",154,+/- 302,"1,110",+/- 671,372,+/- 289,New Hampshire,"1,701",+/- 593,106,+/- 179,661,+/- 728,"1,182",+/- 528,216,+/- 278,New Hampshire,153,+/- 231,126,+/- 221,390,+/- 317,524,+/- 502,56,+/- 79,New Hampshire,0,+/- 195,376,+/- 431,391,+/- 431,"4,524","+/- 1,734",927,+/- 921,New Hampshire,"18,723","+/- 2,822",581,+/- 483,92,+/- 108,0,+/- 195,0,+/- 195,New Hampshire,278,+/- 333,57,+/- 113,160,+/- 195,N/A,N/A,"1,012",+/- 552,New Hampshire,97,+/- 128,"3,556","+/- 2,299",269,+/- 236,0,+/- 195,986,+/- 787,New Hampshire,0,+/- 195,317,+/- 368,"1,306",+/- 655,"1,022",+/- 515,413,+/- 396,New Hampshire,126,+/- 149,801,+/- 555,892,+/- 438,272,+/- 251,"2,370",+/- 813,New Hampshire,890,+/- 881,582,+/- 386,155,+/- 217,621,+/- 717,0,+/- 195,New Hampshire,"6,681","+/- 2,263",475,+/- 529,0,+/- 195,"6,206","+/- 2,118"
New Jersey,"8,791,672","+/- 5,050","7,888,800","+/- 24,045","689,445","+/- 21,026","149,260","+/- 9,572",357,+/- 584,New Jersey,457,+/- 549,806,+/- 972,261,+/- 337,"9,155","+/- 2,507","3,314",+/- 874,New Jersey,"3,484","+/- 1,354","1,066",+/- 540,629,+/- 399,"12,032","+/- 3,261","1,915","+/- 1,699",New Jersey,218,+/- 241,73,+/- 122,"1,854","+/- 1,020",664,+/- 675,61,+/- 85,New Jersey,480,+/- 701,537,+/- 533,449,+/- 389,916,+/- 940,"3,772","+/- 1,579",New Jersey,"2,726",+/- 940,"1,657",+/- 898,98,+/- 96,499,+/- 804,296,+/- 361,New Jersey,30,+/- 51,384,+/- 414,717,+/- 649,829,+/- 717,N/A,N/A,New Jersey,127,+/- 123,"58,664","+/- 5,894","4,294","+/- 1,775",0,+/- 213,628,+/- 481,New Jersey,122,+/- 215,398,+/- 582,"22,445","+/- 2,957",137,+/- 178,412,+/- 351,New Jersey,0,+/- 213,527,+/- 267,"4,489","+/- 1,610",540,+/- 695,133,+/- 104,New Jersey,"4,810","+/- 2,089",996,+/- 992,494,+/- 498,308,+/- 258,0,+/- 213,New Jersey,"64,167","+/- 7,967","3,036","+/- 1,978",305,+/- 315,"60,826","+/- 7,820"
New Mexico,"2,073,628","+/- 2,569","1,816,418","+/- 14,704","189,705","+/- 11,524","55,545","+/- 7,590",751,+/- 928,New Mexico,950,"+/- 1,064","4,255","+/- 1,683",416,+/- 453,"5,915","+/- 1,550","5,038","+/- 2,195",New Mexico,598,+/- 680,108,+/- 172,32,+/- 54,"1,804","+/- 1,103","1,019",+/- 773,New Mexico,949,"+/- 1,079",318,+/- 331,836,+/- 590,368,+/- 466,4,+/- 9,New Mexico,475,+/- 492,78,+/- 134,365,+/- 320,119,+/- 147,384,+/- 453,New Mexico,259,+/- 280,216,+/- 268,356,+/- 280,83,+/- 98,372,+/- 527,New Mexico,468,+/- 540,0,+/- 210,"2,303","+/- 1,133",97,+/- 162,811,"+/- 1,082",New Mexico,N/A,N/A,608,+/- 445,"1,263",+/- 839,10,+/- 20,209,+/- 246,New Mexico,702,+/- 484,976,+/- 505,791,+/- 548,83,+/- 155,355,+/- 417,New Mexico,85,+/- 156,599,+/- 796,"15,762","+/- 3,998",766,+/- 473,102,+/- 109,New Mexico,564,+/- 345,"1,330",+/- 609,0,+/- 210,142,+/- 142,"1,451","+/- 1,198",New Mexico,"11,960","+/- 3,086",217,+/- 378,0,+/- 210,"11,743","+/- 3,102"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,"19,240,920","+/- 8,850","17,213,380","+/- 32,096","1,638,372","+/- 30,677","254,806","+/- 11,785",851,+/- 786,New York,596,+/- 497,"2,185",+/- 905,"1,130",+/- 619,"24,332","+/- 3,635","5,754","+/- 2,079",New York,"15,040","+/- 2,284","1,655","+/- 1,304","3,325","+/- 1,225","18,976","+/- 2,772","5,938","+/- 1,231",New York,"1,301","+/- 1,202",138,+/- 173,"6,447","+/- 1,717","1,470",+/- 703,"1,554",+/- 762,New York,"1,329",+/- 736,"1,553",+/- 869,"1,757",+/- 605,"1,918",+/- 869,"6,015","+/- 1,806",New York,"17,910","+/- 2,972","5,504","+/- 1,772","2,237",+/- 739,444,+/- 505,"1,054",+/- 662,New York,194,+/- 212,746,+/- 480,"2,366","+/- 1,246","2,417","+/- 1,030","31,942","+/- 3,631",New York,"1,139",+/- 721,N/A,N/A,"9,847","+/- 3,033",247,+/- 247,"5,629","+/- 1,765",New York,530,+/- 394,"2,091",+/- 947,"22,641","+/- 3,813","1,623",+/- 767,"3,169","+/- 1,284",New York,68,+/- 111,"5,513","+/- 2,531","13,033","+/- 2,567","1,185",+/- 522,"3,084","+/- 1,404",New York,"12,180","+/- 2,417","2,697","+/- 1,199",530,+/- 501,"1,450",+/- 936,72,+/- 88,New York,"134,362","+/- 9,596","1,868",+/- 797,282,+/- 235,"132,212","+/- 9,543"
North Carolina,"10,371,906","+/- 6,477","8,834,381","+/- 37,378","1,170,200","+/- 31,849","315,215","+/- 16,391","4,697","+/- 1,750",North Carolina,"1,568",+/- 930,"5,319","+/- 2,022","1,976","+/- 1,541","18,023","+/- 3,467","6,089","+/- 2,295",North Carolina,"5,840","+/- 2,201","1,595","+/- 1,123","1,700",+/- 896,"30,032","+/- 3,587","19,017","+/- 3,783",North Carolina,"2,955","+/- 1,904",476,+/- 326,"6,527","+/- 1,739","5,646","+/- 2,182","1,227",+/- 764,North Carolina,857,+/- 529,"4,793","+/- 1,813","1,272",+/- 785,526,+/- 339,"13,408","+/- 4,234",North Carolina,"5,389","+/- 1,672","6,302","+/- 2,454","2,447","+/- 1,172",818,+/- 347,"2,982","+/- 1,402",North Carolina,"1,004",+/- 803,217,+/- 240,"1,094",+/- 773,867,+/- 593,"15,297","+/- 3,625",North Carolina,"1,270","+/- 1,351","23,571","+/- 3,910",N/A,N/A,980,+/- 952,"9,698","+/- 2,712",North Carolina,"1,705",+/- 911,"1,976","+/- 1,006","13,341","+/- 3,126","1,531","+/- 1,184","27,740","+/- 4,708",North Carolina,185,+/- 394,"9,970","+/- 2,049","14,226","+/- 3,058","1,125",+/- 738,435,+/- 343,North Carolina,"29,764","+/- 3,898","2,984","+/- 1,206","2,950","+/- 1,455","1,643",+/- 891,161,+/- 239,North Carolina,"52,110","+/- 6,058","1,986","+/- 1,123",560,+/- 683,"49,564","+/- 5,981"
North Dakota,"750,501","+/- 1,733","615,450","+/- 9,766","94,413","+/- 7,276","36,668","+/- 5,643",0,+/- 165,North Dakota,214,+/- 220,945,+/- 628,46,+/- 82,404,+/- 319,585,+/- 558,North Dakota,65,+/- 84,0,+/- 165,0,+/- 165,"1,168",+/- 789,903,+/- 976,North Dakota,0,+/- 165,60,+/- 60,451,+/- 514,174,+/- 229,652,+/- 505,North Dakota,292,+/- 204,0,+/- 165,144,+/- 179,82,+/- 112,33,+/- 51,North Dakota,113,+/- 206,"1,015",+/- 961,"13,506","+/- 3,468",0,+/- 165,"1,050",+/- 767,North Dakota,"1,660","+/- 1,225",288,+/- 304,270,+/- 180,72,+/- 94,"1,713","+/- 2,173",North Dakota,677,+/- 810,445,+/- 618,134,+/- 126,N/A,N/A,13,+/- 27,North Dakota,0,+/- 165,253,+/- 219,19,+/- 30,0,+/- 165,95,+/- 157,North Dakota,"2,329","+/- 1,098",175,+/- 196,"3,075","+/- 1,310",444,+/- 295,0,+/- 165,North Dakota,302,+/- 315,"1,759","+/- 1,126",0,+/- 165,313,+/- 189,730,+/- 578,North Dakota,"3,970","+/- 1,479",593,+/- 753,63,+/- 127,"3,314","+/- 1,287"
Ohio,"11,556,037","+/- 5,443","9,891,733","+/- 33,048","1,415,185","+/- 32,853","205,542","+/- 11,006","1,203",+/- 539,Ohio,468,+/- 403,"3,591","+/- 1,896","1,195",+/- 806,"12,277","+/- 2,916","3,905","+/- 1,266",Ohio,"3,076","+/- 1,131",205,+/- 223,306,+/- 256,"16,590","+/- 3,970","7,669","+/- 2,732",Ohio,587,+/- 511,327,+/- 391,"7,615","+/- 2,156","12,714","+/- 3,323","1,005",+/- 608,Ohio,"1,318",+/- 908,"17,884","+/- 3,352",538,+/- 397,251,+/- 309,"2,889","+/- 1,057",Ohio,"2,304","+/- 1,307","14,049","+/- 2,599","1,540",+/- 823,"1,413",+/- 976,"3,289","+/- 1,316",Ohio,599,+/- 449,691,+/- 498,"2,525","+/- 1,106",493,+/- 216,"5,205","+/- 1,965",Ohio,848,+/- 518,"8,780","+/- 2,942","4,799","+/- 1,267","1,354","+/- 1,595",N/A,N/A,Ohio,696,+/- 477,"1,972","+/- 1,405","16,792","+/- 3,614",108,+/- 176,"3,247","+/- 1,252",Ohio,722,+/- 865,"4,196","+/- 1,276","13,564","+/- 3,286","2,629","+/- 1,675",582,+/- 379,Ohio,"5,339","+/- 1,477","2,155",+/- 931,"6,056","+/- 1,863","3,490","+/- 1,571",492,+/- 512,Ohio,"43,577","+/- 5,314","2,695","+/- 1,439",725,"+/- 1,006","40,157","+/- 4,903"
Oklahoma,"3,907,258","+/- 3,062","3,282,746","+/- 16,542","509,137","+/- 16,246","101,844","+/- 8,145",241,+/- 231,Oklahoma,188,+/- 192,"2,962","+/- 1,514","7,421","+/- 2,372","7,408","+/- 1,579","9,020","+/- 2,727",Oklahoma,430,+/- 389,0,+/- 165,0,+/- 165,"4,109",+/- 943,"1,888",+/- 825,Oklahoma,"1,531","+/- 1,198",429,+/- 366,"2,401","+/- 1,429","2,397","+/- 1,870",551,+/- 424,Oklahoma,"4,371","+/- 1,456",537,+/- 512,"1,942",+/- 820,17,+/- 39,672,+/- 430,Oklahoma,255,+/- 228,794,+/- 457,638,+/- 528,271,+/- 255,"4,166","+/- 1,113",Oklahoma,617,+/- 372,973,+/- 659,"1,018",+/- 553,0,+/- 165,467,+/- 618,Oklahoma,"3,447","+/- 1,258","1,505",+/- 771,"2,745","+/- 1,413",92,+/- 121,"1,163",+/- 561,Oklahoma,N/A,N/A,432,+/- 284,881,+/- 577,65,+/- 104,85,+/- 148,Oklahoma,880,+/- 816,"1,143",+/- 620,"26,383","+/- 3,067",155,+/- 153,363,+/- 410,Oklahoma,"2,146",+/- 893,"2,039",+/- 764,216,+/- 292,64,+/- 71,326,+/- 230,Oklahoma,"13,531","+/- 2,029",741,+/- 622,0,+/- 165,"12,790","+/- 1,977"
